6153,-082.148E-3,+0.96062E+0,87.2614
6152,-082.150E-3,+0.96061E+0,87.2651
6151,-082.149E-3,+0.96059E+0,87.2726
6150,-082.150E-3,+0.96061E+0,87.2651
6149,-082.153E-3,+0.96059E+0,87.2726
6148,-082.145E-3,+0.96061E+0,87.2651
6147,-082.154E-3,+0.96060E+0,87.2689
6146,-082.142E-3,+0.96059E+0,87.2726
6145,-082.137E-3,+0.96060E+0,87.2689
6144,-082.146E-3,+0.96059E+0,87.2726
6143,-082.147E-3,+0.96060E+0,87.2689
6142,-082.147E-3,+0.96060E+0,87.2689
6141,-082.149E-3,+0.96060E+0,87.2689
6140,-082.147E-3,+0.96060E+0,87.2689
6139,-082.149E-3,+0.96060E+0,87.2689
6138,-082.156E-3,+0.96060E+0,87.2689
6137,-082.153E-3,+0.96060E+0,87.2689
6136,-082.142E-3,+0.96060E+0,87.2689
6135,-082.149E-3,+0.96060E+0,87.2689
6134,-082.142E-3,+0.96061E+0,87.2651
6133,-082.154E-3,+0.96060E+0,87.2689
6132,-082.148E-3,+0.96060E+0,87.2689
6131,-082.148E-3,+0.96060E+0,87.2689
6130,-082.148E-3,+0.96061E+0,87.2651
6129,-082.148E-3,+0.96060E+0,87.2689
6128,-082.147E-3,+0.96060E+0,87.2689
6127,-082.152E-3,+0.96061E+0,87.2651
6126,-082.152E-3,+0.96059E+0,87.2726
6125,-082.147E-3,+0.96060E+0,87.2689
6124,-082.146E-3,+0.96060E+0,87.2689
6123,-082.151E-3,+0.96060E+0,87.2689
6122,-082.148E-3,+0.96060E+0,87.2689
6121,-082.140E-3,+0.96059E+0,87.2726
6120,-082.151E-3,+0.96060E+0,87.2689
6119,-082.145E-3,+0.96060E+0,87.2689
6118,-082.148E-3,+0.96060E+0,87.2689
6117,-082.143E-3,+0.96061E+0,87.2651
6116,-082.150E-3,+0.96059E+0,87.2726
6115,-082.143E-3,+0.96061E+0,87.2651
6114,-082.151E-3,+0.96060E+0,87.2689
6113,-082.142E-3,+0.96062E+0,87.2614
6112,-082.150E-3,+0.96059E+0,87.2726
6111,-082.139E-3,+0.96058E+0,87.2763
6110,-082.148E-3,+0.96060E+0,87.2689
6109,-082.146E-3,+0.96061E+0,87.2651
6108,-082.137E-3,+0.96061E+0,87.2651
6107,-082.143E-3,+0.96060E+0,87.2689
6106,-082.146E-3,+0.96059E+0,87.2726
6105,-082.146E-3,+0.96060E+0,87.2689
6104,-082.143E-3,+0.96060E+0,87.2689
6103,-082.147E-3,+0.96061E+0,87.2651
6102,-082.147E-3,+0.96060E+0,87.2689
6101,-082.141E-3,+0.96061E+0,87.2651
6100,-082.149E-3,+0.96060E+0,87.2689
6099,-082.146E-3,+0.96061E+0,87.2651
6098,-082.152E-3,+0.96060E+0,87.2689
6097,-082.141E-3,+0.96060E+0,87.2689
6096,-082.145E-3,+0.96060E+0,87.2689
6095,-082.154E-3,+0.96062E+0,87.2614
6094,-082.148E-3,+0.96061E+0,87.2651
6093,-082.150E-3,+0.96060E+0,87.2689
6092,-082.147E-3,+0.96059E+0,87.2726
6091,-082.142E-3,+0.96060E+0,87.2689
6090,-082.143E-3,+0.96060E+0,87.2689
6089,-082.141E-3,+0.96059E+0,87.2726
6088,-082.148E-3,+0.96061E+0,87.2651
6087,-082.147E-3,+0.96060E+0,87.2689
6086,-082.147E-3,+0.96061E+0,87.2651
6085,-082.146E-3,+0.96059E+0,87.2726
6084,-082.141E-3,+0.96060E+0,87.2689
6083,-082.148E-3,+0.96059E+0,87.2726
6082,-082.140E-3,+0.96059E+0,87.2726
6081,-082.147E-3,+0.96061E+0,87.2651
6080,-082.145E-3,+0.96060E+0,87.2689
6079,-082.145E-3,+0.96061E+0,87.2651
6078,-082.141E-3,+0.96060E+0,87.2689
6077,-082.145E-3,+0.96061E+0,87.2651
6076,-082.145E-3,+0.96059E+0,87.2726
6075,-082.141E-3,+0.96060E+0,87.2689
6074,-082.152E-3,+0.96061E+0,87.2651
6073,-082.150E-3,+0.96060E+0,87.2689
6072,-082.146E-3,+0.96061E+0,87.2651
6071,-082.141E-3,+0.96059E+0,87.2726
6070,-082.145E-3,+0.96060E+0,87.2689
6069,-082.147E-3,+0.96060E+0,87.2689
6068,-082.154E-3,+0.96061E+0,87.2651
6067,-082.146E-3,+0.96060E+0,87.2689
6066,-082.154E-3,+0.96060E+0,87.2689
6065,-082.149E-3,+0.96059E+0,87.2726
6064,-082.154E-3,+0.96060E+0,87.2689
6063,-082.141E-3,+0.96059E+0,87.2726
6062,-082.148E-3,+0.96059E+0,87.2726
6061,-082.142E-3,+0.96061E+0,87.2651
6060,-082.145E-3,+0.96060E+0,87.2689
6059,-082.150E-3,+0.96059E+0,87.2726
6058,-082.149E-3,+0.96059E+0,87.2726
6057,-082.146E-3,+0.96060E+0,87.2689
6056,-082.145E-3,+0.96060E+0,87.2689
6055,-082.150E-3,+0.96060E+0,87.2689
6054,-082.150E-3,+0.96061E+0,87.2651
6053,-082.147E-3,+0.96061E+0,87.2651
6052,-082.153E-3,+0.96061E+0,87.2651
6051,-082.147E-3,+0.96059E+0,87.2726
6050,-082.153E-3,+0.96061E+0,87.2651
6049,-082.158E-3,+0.96061E+0,87.2651
6048,-082.147E-3,+0.96059E+0,87.2726
6047,-082.145E-3,+0.96059E+0,87.2726
6046,-082.152E-3,+0.96061E+0,87.2651
6045,-082.146E-3,+0.96060E+0,87.2689
6044,-082.154E-3,+0.96060E+0,87.2689
6043,-082.147E-3,+0.96060E+0,87.2689
6042,-082.147E-3,+0.96061E+0,87.2651
6041,-082.151E-3,+0.96061E+0,87.2651
6040,-082.145E-3,+0.96060E+0,87.2689
6039,-082.153E-3,+0.96061E+0,87.2651
6038,-082.153E-3,+0.96059E+0,87.2726
6037,-082.145E-3,+0.96060E+0,87.2689
6036,-082.149E-3,+0.96059E+0,87.2726
6035,-082.154E-3,+0.96059E+0,87.2726
6034,-082.142E-3,+0.96059E+0,87.2726
